LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
021568450,(847) 527-4251,WALGREENS #09047,1000 PARK AVENUE WEST,MANSFIELD,OH,44906,Richland
021633400,(847) 527-4251,WALGREENS #10136,770 ASHLAND ROAD,MANSFIELD,OH,44905,Richland
022011000,(401) 765-1500,CVS/PHARMACY #6189,11 CENTENNIAL BOULEVARD,CHILLICOTHE,OH,45601,Ross
022011050,(401) 765-1500,CVS/PHARMACY #6190,1021 NORTH BRIDGE STREET,CHILLICOTHE,OH,45601,Ross
020450500,(740) 702-1181,"HENDERSON PHARMACY SERVICES, INC.",186 WEST MAIN ST.,CHILLICOTHE,OH,45601,Ross
021203400,(513) 762-1090,KROGER PHARMACY N-312,1165 WESTERN AVENUE,CHILLICOTHE,OH,45601,Ross
020951200,(513) 762-1090,KROGER PHARMACY N-348,887 N. BRIDGE STREET,CHILLICOTHE,OH,45601,Ross
021350050,(740) 701-0997,MCFADDEN PHARMACY,115 EAST MAIN STREET,BAINBRIDGE,OH,45612,Ross
021622450,(479) 204-2258,SAM'S PHARMACY 10-4963,1270 N. BRIDGE STREET,CHILLICOTHE,OH,45601,Ross
020907250,(479) 204-2258,WAL-MART PHARMACY 10-2400,85 RIVER TRACE LANE,CHILLICOTHE,OH,45601,Ross
021417900,(847) 527-4251,WALGREENS #07799,850 NORTH BRIDGE STREET,CHILLICOTHE,OH,45601,Ross
021988600,(847) 527-4251,WALGREENS #11294,1070 WESTERN AVENUE,CHILLICOTHE,OH,45601-1174,Ross
020157750,(401) 765-1500,CVS/PHARMACY #3471,600 EAST STATE STREET,FREMONT,OH,43420,Sandusky
022011450,(401) 765-1500,CVS/PHARMACY #6177,201 WEST MAIN STREET,BELLEVUE,OH,44811,Sandusky
021407600,(330) 725-2340,DISCOUNT DRUG MART #72,1062 W MCPHERSON HWY,CLYDE,OH,43410,Sandusky
021385050,(513) 762-1090,KROGER PHARMACY,1700 Cedar St,Fremont,OH,43420-1114,Sandusky
020676450,(419) 483-3784,"MEDICINE SHOPPE, THE","234 WEST MAIN STREET, SUITE A",BELLEVUE,OH,44811,Sandusky
020714900,(419) 547-7991,RITE AID #3230,710 NORTH MAIN STREET,CLYDE,OH,43410,Sandusky
020094850,(419) 332-2186,RITE AID DISCOUNT PHARMACY #3058,2020 WEST STATE STREET,FREMONT,OH,43420,Sandusky
020609650,(479) 204-2258,WAL-MART PHARMACY 10-1429,2052 STATE ROUTE 53,FREMONT,OH,43420,Sandusky
021920500,(847) 527-4251,WALGREENS #12159,1900 W. STATE STREET,FREMONT,OH,43420,Sandusky
020103400,(401) 765-1500,CVS/PHARMACY #3416,802 11TH ST,PORTSMOUTH,OH,45662,Scioto
020155600,(401) 765-1500,CVS/PHARMACY #3498,4207 GALLIA STREET,NEW BOSTON,OH,45662,Scioto
021072150,(401) 765-1500,CVS/PHARMACY #7777,2812 SCIOTO TRAIL,PORTSMOUTH,OH,45662,Scioto
021400650,(513) 762-1090,KROGER PHARMACY #16664,9101 OHIO RIVER RD,WHEELERSBURG,OH,45694,Scioto
021102650,(513) 762-1090,KROGER PHARMACY N-575,811 GAY STREET,PORTSMOUTH,OH,45662,Scioto
020538900,740-574-5054,RITE AID #1897,8130 OHIO RIVER ROAD,WHEELERSBURG,OH,45694,Scioto
022562850,(740) 356-7958,SOMC PHARMACY SOUTH CAMPUS SOMC PHARMACY,1248 KINNEYS LANE,PORTSMOUTH,OH,45662,Scioto
022572900,(740) 356-8193,SOMC PHARMACY WHEELERSBURG,8770 OHIO RIVER ROAD,WHEELERSBURG,OH,45694,Scioto
022457650,(740) 356-8193,SOUTHERN OHIO MEDICAL CENTER PHARMACY,1805 27TH STREET,PORTSMOUTH,OH,45662,Scioto
020626550,(479) 204-2258,WAL-MART PHARMACY 10-1564,4490 GALLIA STREET,NEW BOSTON,OH,45662,Scioto
022004100,(401) 765-1500,CVS/PHARMACY #7997,733 WEST MARKET STREET,TIFFIN,OH,44383,Seneca
021631750,(513) 762-1090,KROGER PHARMACY #856,126 W. HIGH STREET,FOSTORIA,OH,44830,Seneca
021329000,(513) 762-1090,KROGER PHARMACY 16594,790 W. MARKET STREET,TIFFIN,OH,44883,Seneca
021140750,(419) 443-0189,RITE AID PHARMACY #3191,530 WEST MARKET STREET,TIFFIN,OH,44883,Seneca
020661400,(479) 204-2258,WAL-MART PHARMACY 10-1622,2801 WEST STATE ROUTE 18,TIFFIN,OH,44883,Seneca
022023500,(401) 765-1500,CVS/PHARMACY #6179,324 FOURTH STREET,SIDNEY,OH,45365,Shelby
022374400,9375968100,JACKSON PHARMACY & WELLNESS CENTER,101B EAST PIKE STREET,JACKSON CENTER,OH,45334,Shelby
021043750,(513) 762-1090,KROGER PHARMACY #913,2100 WEST MICHIGAN STREET,SIDNEY,OH,45365,Shelby
020582400,(479) 204-2258,WAL-MART PHARMACY 10-1331,2400 WEST MICHIGAN STREET,SIDNEY,OH,45365,Shelby
021446900,(847) 527-4251,WALGREENS #07941,1400 MICHIGAN STREET,SIDNEY,OH,453652449,Shelby
022570250,(401) 765-1500,CVS PHARMACY #16247,5584 DRESSLER ROAD NW,NORTH CANTON,OH,44720,Stark
022444450,(401) 765-1500,CVS/PHARMACY #10372,2210 TUSCARAWAS ST. W,CANTON,OH,44708,Stark
022571700,(401) 765-1500,CVS/PHARMACY #17136,1980 LINCOLN WAY E,MASSILLON,OH,44646,Stark
022120950,(401) 765-1500,CVS/PHARMACY #2063,"7292 FULTON DRIVE, N.W.",CANTON,OH,44718,Stark
022129950,(401) 765-1500,CVS/PHARMACY #2385,1339 NORTH MAIN STREET,NORTH CANTON,OH,44720,Stark
020574700,(401) 765-1500,CVS/PHARMACY #4802,600 W. MAPLE STREET,HARTVILLE,OH,44632,Stark
022126000,(401) 765-1500,CVS/PHARMACY #8248,1130 LINCOLN WAY EAST,MASSILLON,OH,44646,Stark
020108200,(330) 454-5151,"DAVIES PHARMACY, INC.",2915 W TUSCARAWAS ST,CANTON,OH,44708,Stark
020727450,(330) 725-2340,DISCOUNT DRUG MART #42,4730 HILLS AND DALES RD NW,CANTON,OH,44708,Stark
020780550,(330) 725-2340,DISCOUNT DRUG MART #46,1695 NORTH MAIN STREET,NORTH CANTON,OH,44720,Stark
020969500,(330) 725-2340,DISCOUNT DRUG MART #51,4925 PORTAGE STREET N.W.,NORTH CANTON,OH,44720,Stark
022510750,253-218-0830,"GENOA HEALTHCARE, LLC.","625 CLEVELAND AVE., N.W., STE 301",CANTON,OH,44702,Stark
021337750,(412) 968-1610,GIANT EAGLE PHARMACY #1605,1800 WEST STATE STREET,ALLIANCE,OH,44601,Stark
022221700,(412) 968-1610,GIANT EAGLE PHARMACY #1611,108 WEST MAIN STREET,LOUISVILLE,OH,44641,Stark
021251050,(412) 968-1610,GIANT EAGLE PHARMACY #1618,907 WEST MAPLE STREET,HARTVILLE,OH,44632,Stark
021247800,(412) 968-1610,GIANT EAGLE PHARMACY #4034,"608 RAFF ROAD, S.W.",CANTON,OH,44710,Stark
020435050,(412) 968-1610,GIANT EAGLE PHARMACY #4060,"6493 STRIP AVENUE, N.W.",NORTH CANTON,OH,44720,Stark
021577300,(412) 968-1610,GIANT EAGLE PHARMACY #4152,2032 LINCOLN WAY EAST,MASSILLON,OH,44646,Stark
020691900,(412) 968-1610,GIANT EAGLE PHARMACY #4387,3100 CROMER AVENUE,CANTON,OH,44709,Stark
021184150,(412) 968-1610,GIANT EAGLE PHARMACY #6378,1955 EAST MAPLE STREET,NORTH CANTON,OH,44720,Stark
020521650,(216) 265-7700,MARC'S,4825 DRESSLER ROAD,CANTON,OH,44718,Stark
020627950,(216) 265-7700,MARC'S,3014 CROMER AVE NW,CANTON,OH,44709,Stark
020692500,(216) 265-7700,MARC'S,5123 WEST TUSCARAWAS,CANTON,OH,44708,Stark
020754150,(216) 265-7700,MARC'S,2444 WEST STATE ST.,ALLIANCE,OH,44601,Stark
020763950,(216) 265-7700,MARC'S,"1413 AMHERST RD., N.E.",MASSILLON,OH,44646,Stark
020821100,(216) 265-7700,MARC'S PHARMACY,900 WEST MAPLE STREET,HARTVILLE,OH,44632,Stark
021219250,(216) 265-7700,MARC'S PHARMACY,1664 NORTH MAIN STREET,NORTH CANTON,OH,44720,Stark
020180700,3304555422,MEDICINE CENTER PHARMACY,2526 TUSCARAWAS STREET W.,CANTON,OH,44708,Stark
020557650,3308755525,MEDICINE CENTER PHARMACY,700 WEST MAIN,LOUISVILLE,OH,44641,Stark
020689500,3308686200,MEDICINE CENTER PHARMACY,251 EAST STREET,MINERVA,OH,44657,Stark
020153700,(330) 478-8129,RITE AID #2389,3720 WEST TUSCARAWAS ST.,CANTON,OH,44708,Stark
020154400,(330) 477-7269,RITE AID #2415,3010 WHIPPLE AVENUE N.W.,CANTON,OH,44718,Stark
020399400,(330) 649-9709,RITE AID #3061,"4332 CLEVELAND AVE., N.W.",CANTON,OH,447092352,Stark
020373550,(330) 492-6203,RITE AID #3192,"2574 EASTON STREET, NE.",CANTON,OH,44721,Stark
020153650,(330) 456-0515,RITE AID DISCOUNT PHARMACY #2388,"3030 MARKET AVENUE, N.E.",CANTON,OH,44714,Stark
020153800,(330) 837-3138,RITE AID DISCOUNT PHARMACY #2390,3129 LINCOLN WAY EAST,MASSILLON,OH,44646,Stark
020188600,(330) 854-6618,RITE AID DISCOUNT PHARMACY #2393,2220 S. LOCUST STREET,CANAL FULTON,OH,44614,Stark
020396300,(330) 868-4171,RITE AID DISCOUNT PHARMACY #2398,300 EAST LINCOLN WAY,MINERVA,OH,44657,Stark
020153950,(330) 499-3448,RITE AID DISCOUNT PHARMACY #2401,7800 CLEVELAND AVENUE NW,NORTH CANTON,OH,44720,Stark
020154000,(330) 823-0850,RITE AID DISCOUNT PHARMACY #2404,1895 WEST STATE STREEET,ALLIANCE,OH,44601,Stark
020154100,(330) 875-1429,RITE AID DISCOUNT PHARMACY #2408,613 W. MAIN STREET,LOUISVILLE,OH,44641,Stark
020457550,(330) 484-3947,RITE AID DISCOUNT PHARMACY #2409,4042 CLEVELAND AVENUE,CANTON,OH,44707-3624,Stark
020154300,(330) 833-3194,RITE AID DISCOUNT PHARMACY #2413,2110 WALES AVE NE,MASSILLON,OH,44646,Stark
020603350,(330) 866-5020,RITE AID DISCOUNT PHARMACY #2437,"8619 WAYNESBURG DR., S.E.",WAYNESBURG,OH,44688,Stark
020349200,(330) 832-4774,RITE AID DISCOUNT PHARMACY #3095,242 LINCOLN WAY WEST,MASSILLON,OH,44647,Stark
020184700,(330) 823-6921,RITE AID DISCOUNT PHARMACY #3167,304 EAST STATE STREET,ALLIANCE,OH,446014938,Stark
020084250,(330) 452-7762,RITE AID DISCOUNT PHARMACY #3198,227 MARKET AVENUE NORTH,CANTON,OH,44702,Stark
020776450,(330) 456-4791,RITE AID DISCOUNT PHARMACY #3700,"114 12TH STREET, N.E.",CANTON,OH,447041024,Stark
021302250,(330) 699-9131,RITE AID PHARMACY #7712,"13353 CLEVELAND AVENUE, N.W.",UNIONTOWN,OH,446858441,Stark
021328000,(479) 204-2258,SAM'S PHARMACY 10-6317,4790 PORTAGE STREET,NORTH CANTON,OH,44720,Stark
020957700,(479) 204-2258,WAL-MART PHARMACY 10-2361,"4572 MEGA STREET, N.W.",NORTH CANTON,OH,44720,Stark
021028500,(479) 204-2258,WAL-MART PHARMACY 10-2541,2700 WEST STATE STREET,ALLIANCE,OH,44601,Stark
021214250,(479) 204-2258,WAL-MART PHARMACY 10-2914,"1 MASSILLON MARKET PLACE DR., S.W.",MASSILLON,OH,44646,Stark
021456450,(479) 204-2258,WAL-MART PHARMACY 10-5285,"3200 ATLANTIC BLVD., N.E.",CANTON,OH,44705,Stark
021516000,(479) 204-2258,WAL-MART PHARMACY 10-5410,4004 TUSCARAWAS STREET WEST,CANTON,OH,44708,Stark
021589500,(847) 527-4251,WALGREENS #01337,6421 MARKET AVENUE N,CANTON,OH,44721,Stark
020805500,(847) 527-4251,WALGREENS #03261,1000 SOUTH MAIN ST.,NORTH CANTON,OH,44720,Stark
020972150,8475274251,WALGREENS #04044,"1223 CLEVELAND AVENUE, N.W.",CANTON,OH,44703,Stark
020972100,(847) 527-4251,WALGREENS #04101,5122 W. TUSCARAWAS,CANTON,OH,44708,Stark
021121950,(847) 527-4251,WALGREENS #04983,"4024 FULTON DRIVE, N.W.",CANTON,OH,44718,Stark
021444600,(847) 527-4251,WALGREENS #07865,1950 WALES RD. NE,MASSILLON,OH,44646-4110,Stark
021529550,(847) 527-4251,WALGREENS #09385,2012 S. UNION,ALLIANCE,OH,44601,Stark
021902950,(847) 527-4251,WALGREENS #11810,"6701 FRANK AVENUE, N.W.",NORTH CANTON,OH,44720-7268,Stark
022456000,(847) 527-4251,WALGREENS #15467,110 LINCOLN WAY WEST,MASSILLON,OH,44647,Stark
020163300,(330) 867-2740,ACME PHARMACY #01,1835 W. MARKET STREET,AKRON,OH,44313,Summit
020147350,(330) 650-1608,ACME PHARMACY #04,116 W. STREETSBORO ROAD,HUDSON,OH,44236,Summit
020081050,(330) 929-2831,ACME PHARMACY #10,2226 STATE ROAD,CUYAHOGA FALLS,OH,44223,Summit
021130350,(330) 633-2200,ACME PHARMACY #11,600 SOUTH AVENUE,TALLMADGE,OH,44278,Summit
021154750,330-923-57663,ACME PHARMACY #12,2630 BAILEY ROAD,CUYAHOGA FALLS,OH,44221,Summit
020081350,(330) 644-0350,ACME PHARMACY #14,3235 MANCHESTER ROAD,AKRON,OH,44319,Summit
020136250,(330) 666-3300,ACME PHARMACY #15,3979 MEDINA ROAD S.R. 18,AKRON,OH,44333,Summit
020124550,(330) 673-1559,ACME PHARMACY #17,4445 KENT ROAD,STOW,OH,44224,Summit
020088900,(330) 753-5021,ACME PHARMACY #18,2147 EAST AVENUE,AKRON,OH,44314,Summit
020105500,(330) 733-9995,ACME PHARMACY #2,2420 WEDGEWOOD DRIVE,AKRON,OH,44312,Summit
022452850,(330) 899-0653,ACME PHARMACY #21,3875 MASSILLON ROAD,GREEN,OH,44685,Summit
021092400,(330) 825-2573,ACME PHARMACY #6,3200 GREENWICH ROAD,NORTON,OH,44203,Summit
022130950,(330) 888-4122,CCF - TWINSBURG AMBULATORY PHARMACY,8701 DARROW ROAD,TWINSBURG,OH,44087,Summit
020707150,(330) 837-8335,"COLONIAL PHARMACY, INC.","1915 N. CLEVELAND-MASSILLON, BX 396",BATH,OH,442100396,Summit
022618850,(330) 341-7010,COSTCO PHARMACY #1226,6720 BASS PRO DRIVE,BOSTON HEIGHTS,OH,44236,Summit
022570100,(401) 765-1500,CVS PHARMACY #16246,449 HOWE AVENUE,CUYAHOGA FALLS,OH,44221,Summit
022570200,(401) 765-1500,CVS PHARMACY #16381,2801 W MARKET STREET,FAIRLAWN,OH,44333,Summit
022569950,(401) 765-1500,CVS PHARMACY #16382,4200 KENT ROAD,STOW,OH,44224,Summit
022571400,(401) 765-1500,CVS PHARMACY #16962,8282 GOLDEN LINK BLVD,NORTHFIELD,OH,44067,Summit
022572350,(401) 765-1500,CVS PHARMACY #17411,762 ARLINGTON RDG,AKRON,OH,44312,Summit
022013850,(401) 765-1500,CVS/PHARMACY # 3083,780 BRITTAIN ROAD,AKRON,OH,44305,Summit
022354300,(401) 765-1500,CVS/PHARMACY #10209,3761 MASSILLON ROAD,GREEN,OH,44685,Summit
020129350,(401) 765-1500,CVS/PHARMACY #3041,235 EAST CUYAHOGA FALLS AVENUE,AKRON,OH,44310,Summit
022018100,(401) 765-1500,CVS/PHARMACY #3092,1410 CLEVELAND-MASSILLON ROAD,COPLEY,OH,44321,Summit
020089150,(401) 765-1500,CVS/PHARMACY #3306,1949 W. MARKET STREET,AKRON,OH,44313,Summit
020088750,(401) 765-1500,CVS/PHARMACY #3320,426 ROBINSON AVENUE,BARBERTON,OH,44203,Summit
020114000,(401) 765-1500,CVS/PHARMACY #3355,4195 CLEVELAND-MASSILLON ROAD,NORTON,OH,44203,Summit
020113950,(401) 765-1500,CVS/PHARMACY #3360,3352 KENT ROAD,STOW,OH,44224,Summit
020138800,(401) 765-1500,CVS/PHARMACY #4301,9302 OLDE EIGHT ROAD,NORTHFIELD CENTER,OH,44067,Summit
020137350,(401) 765-1500,CVS/PHARMACY #4309,1711 STATE ROAD,CUYAHOGA FALLS,OH,44223,Summit
020099700,(401) 765-1500,CVS/PHARMACY #4312,1225 CANTON ROAD,AKRON,OH,44312,Summit
020146500,(401) 765-1500,CVS/PHARMACY #4333,2091 EASTWOOD AVENUE,AKRON,OH,44305,Summit
020150950,(401) 765-1500,CVS/PHARMACY #4336,10380 NORTHFIELD RD,NORTHFIELD,OH,44067,Summit
020362450,(401) 765-1500,CVS/PHARMACY #4359,5783 DARROW ROAD,HUDSON,OH,44236,Summit
020968700,(401) 765-1500,CVS/PHARMACY #4437,10085 DARROW ROAD,TWINSBURG,OH,44087,Summit
021004650,(401) 765-1500,CVS/PHARMACY #4488,1140 PORTAGE TRAIL EXT,AKRON,OH,44313,Summit
021982400,(401) 765-1500,CVS/PHARMACY #4572,641 GRAHAM ROAD,CUYAHOGA FALLS,OH,44221,Summit
020450150,(401) 765-1500,CVS/PHARMACY #4800,590 E. MARKET STREET,AKRON,OH,44304,Summit
022069100,(401) 765-1500,CVS/PHARMACY #8932,8059 DARROW ROAD,TWINSBURG,OH,44087,Summit
020535400,(330) 725-2340,DISCOUNT DRUG MART #32,4044 FISHCREEK ROAD,STOW,OH,44224,Summit
020539250,(330) 725-2340,DISCOUNT DRUG MART #33,655 PORTAGE TRAIL,CUYAHOGA FALLS,OH,442213001,Summit
020755300,(330) 725-2340,DISCOUNT DRUG MART #45,711 CANTON RD.,AKRON,OH,44312,Summit
021272550,(330) 725-2340,DISCOUNT DRUG MART #64,5863 DARROW ROAD,HUDSON,OH,44236,Summit
021897100,(330) 725-2340,DISCOUNT DRUG MART #80,"3100 GLENWOOD BLVD., SUITE 294",Twinsburg,OH,44087,Summit
021303750,(412) 968-1610,GIANT EAGLE PHARMACY #0224,8960 DARROW RD.,TWINSBURG,OH,44087,Summit
021116000,(412) 968-1610,GIANT EAGLE PHARMACY #1620,1700 CORPORATE WOODS PARKWAY,UNIONTOWN,OH,44685,Summit
021008500,(412) 968-1610,GIANT EAGLE PHARMACY #4025,2775 WEST MARKET STREET,FAIRLAWN,OH,44333,Summit
021287500,(412) 968-1610,GIANT EAGLE PHARMACY #4029,2801 EAST WATERLOO ROAD,AKRON,OH,44312,Summit
021287450,(412) 968-1610,GIANT EAGLE PHARMACY #4030,205 WEST AVENUE,TALLMADGE,OH,44278,Summit
021235050,(412) 968-1610,GIANT EAGLE PHARMACY #4031,"41 5TH STREET, S.E.",BARBERTON,OH,44203,Summit
021301150,(412) 968-1610,GIANT EAGLE PHARMACY #4032,1700 NORTON RD.,STOW,OH,44224,Summit
022445800,(412) 968-1610,GIANT EAGLE PHARMACY #4036,2687 STATE ROAD,CUYAHOGA FALLS,OH,44223,Summit
020950600,(412) 968-1610,GIANT EAGLE PHARMACY #4096,4300 KENT ROAD,STOW,OH,44224,Summit
020404800,(412) 968-1610,GIANT EAGLE PHARMACY #4124,484 EAST WATERLOO ROAD,AKRON,OH,44319,Summit
021643400,(412) 968-1610,GIANT EAGLE PHARMACY #5861,3750 WEST MARKET STREET,FAIRLAWN,OH,44333,Summit
021643500,(412) 968-1610,GIANT EAGLE PHARMACY #5878,230 HOWE ROAD,CUYAHOGA FALLS,OH,44221,Summit
021409850,(412) 968-1610,GIANT EAGLE PHARMACY #6299,290 EAST AURORA ROAD,NORTHFIELD,OH,44067,Summit
020670250,(216) 265-7700,MARC'S,360 EAST WATERLOO ROAD,AKRON,OH,44319,Summit
020747800,(216) 265-7700,MARC'S,3732 DARROW ROAD,STOW,OH,44224,Summit
021028850,(216) 265-7700,MARC'S PHARMACY,2891 EAST WATERLOO ROAD,AKRON,OH,44312,Summit
021387200,(216) 265-7700,MARC'S PHARMACY,550 W. AURORA ROAD,SAGAMORE HILLS,OH,44067,Summit
020468150,(216) 265-7700,MARCS CHAPEL HILL INC.,470 HOWE AVE.,CUYAHOGA FALLS,OH,44221,Summit
020462600,(216) 265-7700,"MARCS'  FAIRLAWN, INC.",2753 WEST MARKET ST.,FAIRLAWN,OH,44313,Summit
020963600,(330) 620-8586,MEDICINE SHOPPE #1065,"3300 GREENWICH ROAD, SUITE #14",NORTON,OH,44203,Summit
0232000078,(616) 401-4484,Meijer Pharmacy #307,4303 Kent Rd,Stow,OH,44224,Summit
0232000064,(401) 770-3955,"Ohio CVS Stores, L.L.C. #11372",1323 Copley Rd,Akron,OH,44320,Summit
020355650,330-633-1150,RITE AID #1351,45 EAST AVENUE,TALLMADGE,OH,442782340,Summit
020147850,(330) 867-8492,RITE AID #3144,2975 W. MARKET ST.,FAIRLAWN,OH,44333,Summit
020598050,(330) 644-9911,RITE AID DISCOUNT PHARMACY #2456,4053 SOUTH MAIN STREET,AKRON,OH,44319,Summit
020147800,(330) 733-8378,RITE AID DISCOUNT PHARMACY #3143,1540 CANTON ROAD,AKRON,OH,44312,Summit
020185150,(330) 724-5219,RITE AID DISCOUNT PHARMACY #3151,325 E. WATERLOO ROAD,AKRON,OH,44319-1252,Summit
020947500,(330) 706-1004,RITE AID DISCOUNT PHARMACY #4296,"1403 WOOSTER ROAD, WEST",BARBERTON,OH,442037374,Summit
020969550,(330) 922-4466,RITE AID DISCOUNT PHARMACY #4726,1914 BAILEY ROAD,CUYAHOGA FALLS,OH,44221,Summit
021305400,(479) 204-2258,SAM'S PHARMACY 10-4750,1189 BUCHHOLZER BLVD.,CUYAHOGA FALLS,OH,44221,Summit
021456950,(479) 204-2258,SAM'S PHARMACY 10-6404,3750-J WEST MARKET STREET,FAIRLAWN,OH,44333,Summit
020603400,(330) 864-2138,SAND RUN PHARMACY,40 SAND RUN ROAD,AKRON,OH,44313,Summit
020716550,(479) 204-2258,WAL-MART PHARMACY 10-1895,3750-1 WEST MARKET STREET,FAIRLAWN,OH,44333,Summit
020724750,(479) 204-2258,WAL-MART PHARMACY 10-1911,2887 SOUTH ARLINGTON STREET,AKRON,OH,44312,Summit
020749700,(479) 204-2258,WAL-MART PHARMACY 10-1927,8160 MACEDONIA COMMONS BLVD.,MACEDONIA,OH,44056,Summit
021184100,(479) 204-2258,WAL-MART PHARMACY 10-2323,3520 HUDSON DRIVE,STOW,OH,44224,Summit
020800850,8475274251,WALGREENS #03276,1925 W. MARKET STREET,AKRON,OH,44313,Summit
020799950,(847) 527-4251,WALGREENS #03279,1303 COPLEY ROAD,AKRON,OH,44320,Summit
020799850,8475274251,WALGREENS #03281,1130 S. ARLINGTON STREET,AKRON,OH,44306,Summit
020855900,(847) 527-4251,WALGREENS #03572,2645 STATE ROAD,CUYAHOGA FALLS,OH,44223,Summit
021019200,(847) 527-4251,WALGREENS #03741,302 CANTON ROAD,AKRON,OH,44312,Summit
021033050,8475274251,WALGREENS #04295,2086 GRAHAM,STOW,OH,44224,Summit
021143150,8475274251,WALGREENS #04775 MALING ADDRESS ONLY-NOT PHYSICAL LOCATION,9043 DARROW ROAD,TWINSBURG,OH,44087,Summit
021093950,(847) 527-4251,WALGREENS #04776,900 WOOSTER ROAD NORTH,BARBERTON,OH,44203,Summit
021211250,(847) 527-4251,WALGREENS #05904,830 BRITTAIN ROAD,AKRON,OH,44305,Summit
021440850,8475274251,WALGREENS #07719,"663 E. AURORA ROAD, STE 1",MACEDONIA,OH,44056-1805,Summit
021761200,(847) 527-4251,WALGREENS #11143,3009 W. MARKET STREET,FAIRLAWN,OH,443333610,Summit
021913800,(847) 527-4251,WALGREENS #11748,361 EAST WATERLOO ROAD,AKRON,OH,44319,Summit
021982350,(847) 527-4251,WALGREENS #12543,755 HOWE AVENUE,CUYAHOGA FALLS,OH,44221-5123,Summit
020799300,(847) 527-4251,WALGREENS 03278,834 W. MARKET STREET,AKRON,OH,44303,Summit
021965450,3309717393,"WESTERN RESERVE HOSPITAL, LLC DBA NEW CHOICE PHARMACY",1900 23RD STREET,CUYAHOGA FALLS,OH,44223,Summit
022087600,(330) 318-3926,BRINE PHARMACY,906 N. STATE STREET,GIRARD,OH,44420,Trumbull
022570900,(401) 765-1500,CVS PHARMACY #16644,5555 YOUNGSTOWN WARREN RD,NILES,OH,44446,Trumbull
022015050,(401) 765-1500,CVS/PHARMACY #2486,1331 YOUNGSTOWN-WARREN ROAD,NILES,OH,44446,Trumbull
020393200,(401) 765-1500,CVS/PHARMACY #3044,134 YOUNGSTOWN-HUBBARD RD,HUBBARD,OH,44425,Trumbull
020100750,(401) 765-1500,CVS/PHARMACY #3304,"3933 PARKMAN ROAD, N.W.",WARREN,OH,44481,Trumbull
020805700,(401) 765-1500,CVS/PHARMACY #4606,620 EAST MARKET STREET,WARREN,OH,44481,Trumbull
020673750,(412) 968-1610,GIANT EAGLE PHARMACY #1405,48 VIENNA AVENUE,NILES,OH,44446,Trumbull
020825300,(412) 968-1610,GIANT EAGLE PHARMACY #1419,2061 ELM ROAD,WARREN,OH,44483,Trumbull
020885700,(412) 968-1610,GIANT EAGLE PHARMACY #1435,7229 Warren Sharon Rd,Brookfield,OH,44403-9628,Trumbull
020487550,(412) 968-1610,GIANT EAGLE PHARMACY #4002,4700 BELMONT AVE.,YOUNGSTOWN,OH,44505,Trumbull
020379550,(412) 968-1610,GIANT EAGLE PHARMACY #4051,8202 E. MARKET STREET,WARREN,OH,44484,Trumbull
020516850,(412) 968-1610,GIANT EAGLE PHARMACY #4056,2700 MAHONING AVE N.W.,WARREN,OH,44483,Trumbull
020834350,(330) 539-7693,MAHONING VALLEY INFUSION CARE,4891 BELMONT AVENUE,YOUNGSTOWN,OH,44505,Trumbull
020730200,330-545-8414,RITE AID #2077,713 N. STATE STREET,GIRARD,OH,44420,Trumbull
020590450,(330) 638-8747,RITE AID #2452,569 SOUTH HIGH STREET,CORTLAND,OH,44410,Trumbull
021144200,(330) 369-8444,RITE AID #3016,2840 YOUNGSTOWN ROAD S.E.,WARREN,OH,44484,Trumbull
020590400,330-847-0016,RITE AID #713,5001 MAHONING AVENUE,WARREN,OH,444831407,Trumbull
020166400,330-534-1907,RITE AID DISCOUNT PHARMACY #193,147 WEST LIBERTY STREET,HUBBARD,OH,444251709,Trumbull
020096950,(330) 372-4105,RITE AID DISCOUNT PHARMACY #3062,"2154 ELM ROAD, N.E.",WARREN,OH,44483,Trumbull
020097050,(330) 392-7555,RITE AID DISCOUNT PHARMACY #3109,"1560 PARKMAN ROAD, N.W.",WARREN,OH,44485,Trumbull
020932550,(330) 872-4442,RITE AID DISCOUNT PHARMACY #4280,325 WEST BROAD STREET,NEWTON FALLS,OH,44444,Trumbull
020978600,(330) 856-1794,RITE AID DISCOUNT PHARMACY #4605,4205 EAST MARKET STREET,WARREN,OH,44484,Trumbull
020129400,330-759-2062,"RITE AID OF OHIO, INC. #703",2704 BELMONT AVENUE,YOUNGSTOWN,OH,445051820,Trumbull
021453850,(479) 204-2258,SAM'S PHARMACY 10-6327,"1040 NILES CORTLAND ROAD, S.E.",WARREN,OH,44484,Trumbull
021895500,(330) 318-3926,THE HOMETOWN PHARMACY,7160 WARREN-SHARON ROAD,BROOKFIELD,OH,44403,Trumbull
020804750,(479) 204-2258,WAL-MART PHARMACY 10-2197,2016 MILLENIUM BLVD.,CORTLAND,OH,44410,Trumbull
021186050,(847) 527-4251,WALGREENS #05549,804 WEST MARKET STREET,WARREN,OH,44485-1038,Trumbull
021327300,(847) 527-4251,WALGREENS #06888,5027 YOUNGSTOWN-WARREN RD,NILES,OH,444464905,Trumbull
021523550,(847) 527-4251,WALGREENS #09077,3390 ELM ROAD N.E.,WARREN,OH,444832614,Trumbull
